unit,frac_ani,rate_anochi,rate_ani,frac_she,rate_asher,frac_ein,rate_neg_al,frac_neg_al,rate_neg_lo,rate_ki,rate_gam,rate_lakhen,rate_hinne,rate_atta,rate_az,rate_af,rate_wayyiqtol,rate_qatal,rate_yiqtol,rate_ptca,rate_ptcp,rate_inf_abs,rate_inf_con,rate_impv,rate_jussive,rate_cohort,rate_qal,rate_hiphil,rate_piel,rate_niphal,rate_hithpael,rate_hophal,frac_baqash,rate_baqash,rate_shaal,frac_qahal,rate_hayah,rate_amar,rate_natan,rate_halak,rate_const,rate_prs,rate_pl_noun,rate_f_noun
Isaiah_2,0.7432432432432432,3.3112582781456954,9.585221331474381,0.0,5.402579295921924,0.22115384615384615,0.0,0.0,28.232833739979085,14.464970372952248,1.7427675148135238,0.6971070059254095,0.0,0.0,1.2199372603694667,0.5228302544440572,8.539560822586267,68.66504008365284,92.71523178807946,37.29522481700941,4.35691878703381,1.5684907633321714,10.630881840362495,24.573021958870687,0.0,0.0,161.0317183687696,38.16660857441617,23.004531195538515,16.03346113628442,4.008365284071105,1.7427675148135238,0.7142857142857143,0.8713837574067619,0.34855350296270476,,4.182642035552457,13.070756361101429,0.0,3.3112582781456954,59.079818752178454,144.82398048100384,65.35378180550714,58.20843499477169
Haggai,1.0,0.0,4.561003420752566,0.0,7.98175598631699,0.5555555555555556,0.0,0.0,4.561003420752566,3.420752565564424,0.0,0.0,0.0,0.0,0.0,0.0,18.244013683010262,43.32953249714937,15.96351197263398,11.402508551881414,2.280501710376283,7.98175598631699,21.664766248574686,15.96351197263398,0.0,0.0,112.884834663626,14.823261117445838,2.280501710376283,3.420752565564424,2.280501710376283,0.0,0.0,0.0,1.1402508551881414,,10.262257696693272,29.646522234891677,0.0,0.0,98.06157354618016,55.872291904218926,50.17103762827822,43.32953249714937
Zechariah_1,1.0,0.0,3.6231884057971016,0.0,11.272141706924316,0.09090909090909091,0.0,0.0,8.051529790660226,10.064412238325282,1.6103059581320451,0.4025764895330113,0.0,0.0,0.0,0.0,38.64734299516908,55.55555555555556,23.752012882447666,30.193236714975846,0.4025764895330113,2.4154589371980677,22.544283413848632,10.064412238325282,0.0,0.0,146.1352657004831,13.285024154589372,12.077294685990339,8.051529790660226,2.4154589371980677,1.2077294685990339,1.0,1.2077294685990339,0.0,,12.077294685990339,38.64734299516908,0.0,6.038647342995169,72.86634460547504,83.33333333333334,72.46376811594203,59.17874396135266
Isaiah_3,0.8888888888888888,0.5421523448088913,4.33721875847113,0.0,7.319056654920033,0.1717171717171717,0.0,0.0,22.228246137164543,15.993494171862293,1.6264570344266738,0.5421523448088913,0.0,0.0,1.0843046896177826,1.0843046896177826,8.945513689346706,66.14258606668474,73.19056654920033,37.137435619409054,4.066142586066685,5.421523448088913,15.722417999457848,9.487666034155598,0.0,0.0,137.70669558145838,29.005150447275685,27.649769585253456,17.077798861480076,5.150447275684467,0.8132285172133369,0.3333333333333333,0.27107617240444565,0.5421523448088913,,7.319056654920033,8.945513689346706,0.0,2.439685551640011,73.73271889400921,148.27866630523178,71.8351856871781,60.72106261859582
Malachi,0.8888888888888888,0.8424599831508003,6.739679865206402,0.0,10.951979780960404,0.24,0.0,0.0,16.006739679865206,17.691659646166805,4.212299915754001,0.0,0.0,0.0,0.8424599831508003,0.0,6.739679865206402,99.41027801179443,35.38331929233361,45.492839090143214,5.897219882055602,0.0,12.636899747262005,5.054759898904802,0.0,0.0,144.06065711878685,19.376579612468408,26.95871946082561,15.164279696714406,0.0,2.527379949452401,1.0,2.527379949452401,0.0,,9.267059814658802,33.69839932603201,0.0,1.6849199663016006,61.49957877000842,112.04717775905644,66.55433866891322,53.074978938500415
Jonah,0.7142857142857143,2.030456852791878,5.0761421319796955,0.2,12.182741116751268,0.0,0.0,0.0,9.137055837563452,13.197969543147208,0.0,0.0,0.0,0.0,0.0,2.030456852791878,85.27918781725887,38.578680203045685,27.411167512690355,14.213197969543145,1.015228426395939,4.060913705583756,20.304568527918782,13.197969543147208,0.0,0.0,148.2233502538071,27.411167512690355,14.213197969543145,8.121827411167512,6.091370558375634,0.0,0.0,0.0,1.015228426395939,,10.152284263959391,22.335025380710658,0.0,6.091370558375634,34.51776649746193,100.50761421319797,53.80710659898477,59.898477157360404
Ezra,1.0,0.0,0.37965072133637057,0.04,4.555808656036447,0.12903225806451613,0.0,0.0,5.125284738041002,4.555808656036447,0.18982536066818528,0.0,0.0,0.0,0.0,0.37965072133637057,16.324981017463934,31.32118451025057,14.806378132118452,17.843583902809417,3.6066818526955204,0.37965072133637057,18.413059984813973,3.22703113135915,0.0,0.0,36.826119969627946,11.009870918754746,7.213363705391041,5.315110098709188,2.847380410022779,0.7593014426727411,0.5,0.7593014426727411,0.7593014426727411,1.0,0.9491268033409264,3.7965072133637054,0.37965072133637057,1.328777524677297,120.34927866362948,65.67957479119211,126.23386484434322,67.0083523158694
Nehemiah,0.9375,0.12751849018107625,1.9127773527161438,0.0,12.24177505738332,0.14666666666666667,0.0,0.0,8.16118337158888,5.228258097424126,2.1678143330782964,0.0,0.0,0.0,0.0,0.2550369803621525,33.66488140780413,32.517214996174445,14.537107880642692,23.208365212955876,4.08059168579444,1.2751849018107624,12.496812037745473,3.8255547054322876,0.0,0.0,80.20913032389696,24.100994644223412,10.201479214486099,7.906146391226727,1.7852588625350676,0.0,0.75,0.7651109410864575,0.2550369803621525,1.0,6.12088752869166,7.778627901045652,0.0,1.6577403723539912,101.12216271359347,83.77964804896709,115.02167814333077,65.54450395307319
Chronicles,0.967741935483871,0.028304557033682422,0.8491367110104727,0.005763688760806916,9.765072176620436,0.13821138211382114,0.0,0.0,6.000566091140674,8.321539767902632,1.3303141805830738,0.028304557033682422,0.0,0.0,0.3962637984715539,0.33965468440418906,41.09821681290688,32.94650438720634,9.906594961788848,13.529578262100198,2.6889329181998303,0.7642230399094254,17.0676478913105,4.6702519105575995,0.0,0.0,79.98867817718653,22.105859043305973,9.736767619586754,6.3402207755448625,3.000283045570337,0.537786583639966,0.5416666666666666,0.3679592414378715,0.31135012737050666,0.9705882352941176,6.7364845740164165,7.2459666006227,0.33965468440418906,2.122841777526182,98.78290404755165,74.04472120011322,92.98046985564676,55.73167279932069
Esther,1.0,0.0,1.2984202553559836,0.0,21.423934213373727,0.2564102564102564,0.0,0.0,6.275697900887254,7.14131140445791,1.7312270071413114,0.0,0.0,0.0,0.0,0.0,34.408136766933566,35.706557022289545,15.364639688379139,21.207530837481066,3.462454014282623,3.462454014282623,24.020774724085694,2.596840510711967,0.0,0.0,90.67301449902618,16.446656567842457,13.417009305345163,16.230253191949796,1.2984202553559836,0.6492101276779918,1.0,1.9476303830339754,0.0,,3.6788573901752866,11.252975546418524,0.0,0.8656135035706557,88.94178749188487,64.05539926422853,51.07119671066869,73.36074442761307
Ecclesiastes,1.0,0.0,6.850933144342074,0.43312101910828027,21.025277580911883,0.4036697247706422,0.0,0.0,15.355539806283959,20.552799433026223,13.701866288684148,0.0,0.0,0.0,0.23623907394283014,0.0,0.7087172218284904,48.42901015828018,51.97259626742263,27.403732577368295,3.071107961256792,4.961020552799433,25.041341837939996,6.850933144342074,0.0,0.0,124.26175289392866,16.30049610205528,13.465627214741318,11.339475549255846,1.4174344436569808,0.0,0.7777777777777778,1.653673517599811,0.4724781478856603,,11.103236475313016,4.7247814788566025,0.0,7.087172218284905,74.88778643987716,70.16300496102055,54.571226080793764,52.44507441530829
Daniel,0.9583333333333334,0.12388503468780972,2.8493557978196233,0.0,5.822596630327057,0.07258064516129033,0.49554013875123887,0.03361344537815126,14.246778989098118,2.9732408325074333,0.24777006937561943,0.0,0.0,0.0,0.0,0.24777006937561943,12.140733399405352,63.181367690782956,40.13875123885035,39.64321110009911,4.2120911793855305,0.7433102081268583,15.237859266600594,6.318136769078295,0.0,0.0,43.60753221010902,13.13181367690783,6.565906838453915,8.79583746283449,3.3448959365708624,1.9821605550049555,0.5714285714285714,0.49554013875123887,0.37165510406342916,,2.8493557978196233,10.901883052527255,0.0,0.7433102081268583,72.96828543111992,101.33795837462834,77.9236868186323,72.7205153617443
