feature,rho,p_raw,p_lt_0.10,loo_robust,ling_filter,in_model,description
lex::<WR[,0.009364946823499,0.96700716064424,False,False,False,False,Lexeme <WR[ (verb) rate per 1k words
lex::>HB[,-0.008562000883193,0.969834648066723,False,False,False,False,Lexeme >HB[ (verb) rate per 1k words
lex::YL/,-0.0082424282108076,0.9709600879073652,False,False,False,False,Lexeme YL/ (noun) rate per 1k words
lex::QDWC/,-0.0072465987842557,0.9744674356596944,False,False,False,False,Lexeme QDWC/ (adjective) rate per 1k words
lex::>L=,0.0067834945829987,0.9760986646522885,False,False,False,False,Lexeme >L= (negator) rate per 1k words
lex::TP>RT/,0.0062280849883378,0.9780551494274048,False,False,False,False,Lexeme TP>RT/ (noun) rate per 1k words
lex::JC<JHW/,-0.0050962660087981,0.9820424582583444,False,False,False,False,Lexeme JC<JHW/ (proper-noun) rate per 1k words
lex::XZQJHW/,-0.0050962660087981,0.9820424582583444,False,False,False,False,Lexeme XZQJHW/ (proper-noun) rate per 1k words
lex::TMJD/,0.005044347823653,0.9822253725546248,False,False,False,False,Lexeme TMJD/ (noun) rate per 1k words
lex::CKX[,-0.0048310658561705,0.9829768007024212,False,False,False,False,Lexeme CKX[ (verb) rate per 1k words
lex::KHN/,-0.0022971364803008,0.9919051546284172,False,False,False,False,Lexeme KHN/ (noun) rate per 1k words
lex::CQV[,-0.0021600696210298,0.9923881485618398,False,False,False,False,Lexeme CQV[ (verb) rate per 1k words
lex::ZRW</,-0.0019667636805277,0.9930693211772276,False,False,False,False,Lexeme ZRW</ (noun) rate per 1k words
lex::<BR/,-0.0013111757870184,0.995379517663794,False,False,False,False,Lexeme <BR/ (noun) rate per 1k words
lex::YPWN/,-0.0009257354649703,0.9967377711898304,False,False,False,False,Lexeme YPWN/ (noun) rate per 1k words
lex::JWMM,0.0006834186057552,0.9975916765021556,False,False,False,False,Lexeme JWMM (adverb) rate per 1k words
lex::<ML/,0.0003600116035049,0.998731340828805,False,False,False,False,Lexeme <ML/ (noun) rate per 1k words
frac_ani,,0.042,True,True,True,True,script 08/10 — Hurvitz 1972
frac_she,,0.036,True,True,True,True,script 08/10 — Polzin 1976
rate_wayyiqtol,,0.103,False,False,True,False,script 08 — Polzin 1976
rate_ut_nouns,,0.03,True,True,True,True,script 10 — Hornkohl 2024
frac_anachnu,,0.495,False,False,True,False,script 10 — Hornkohl 2024
frac_niphal,,0.526,False,False,True,False,script 10
rate_pen,,0.148,False,False,True,False,script 10 — Joüon §114
frac_halak_piel,,0.821,False,False,True,False,script 10 — Hornkohl 2024
