id,register,holdout,date_ce,author,dual_rate,goun_toinun_rate,hina_rate,tt_ss_ratio,men_rate,oun_rate,opt_rate,ptcp_rate,kai_rate,de_rate,avg_sent_len,idou_rate,eipen_rate,kai_sent_initial
clement_stromateis,Koine,False,200,Clement of Alexandria,10.365214788205359,2.843885645861398,0.8980691513246519,0.7987012986961124,6.960035922766052,3.442598413411166,100.05987127675498,174.4125130968418,54.74479868283191,28.40143691064212,8.37218045112782,0.149678191887442,0.0,0.05075187969923222
philostratus_lives_sophists,Atticizing,False,220,Philostratus,11.145623972227297,1.050612095742737,0.13703636031427005,0.8797814207602198,15.759181436141056,2.740727206285401,111.63895486935866,155.58194774346794,57.098483464279184,34.25909007856751,22.43032786885246,0.0,0.13703636031427005,0.07069672131140298
aelian_various_history,Koine,False,220,Aelian,11.908823073344704,1.488602884168088,0.8993642425182199,0.876106194686389,9.396805706311056,5.272135214761978,86.24592960148861,181.08233834703054,70.92572491859204,35.4473561792526,16.03431128791646,0.03101256008683517,0.0,0.13973147687710605
cassius_dio_roman,Atticizing,False,220,Cassius Dio,13.411304879686124,0.514671878030224,1.074097832410902,0.5714285714278737,18.781794041740635,5.027374576701027,81.4971730341772,165.51549236942998,80.50512434174213,18.09556487103367,17.794796920626492,0.0,0.037295063625378544,0.1737456862224351
plotinus_enneads,Koine,False,265,Plotinus,15.607083704930563,2.025735762517518,1.1084214549624156,0.963133640548557,12.205376481080393,7.5423620843419545,92.35571410370747,149.2674226016053,64.224742005351,28.207414957319404,8.648082855883649,0.0,0.0,0.06676950198324517
porphyry_life_plotinus,Koine,False,290,Porphyry,7.619738751814223,1.2336719883889695,0.5805515239477503,0.7948717948616042,11.538461538461538,1.9593613933236573,107.1843251088534,192.67053701015965,64.36865021770681,25.18142235123367,7.333688131985099,0.0,0.07256894049346879,0.05800957956356679
iamblichus_pythagorean,Koine,False,305,Iamblichus,8.008638531449654,0.35993881040223163,0.2699541078016737,0.5531914893499321,9.178439665256906,3.1494645910195267,92.95419778637633,202.37559614865475,73.87744083505804,28.075227211374067,20.428308823529413,0.0,0.0,0.07352941176457072
eusebius_church_history,Koine,False,315,Eusebius of Caesarea,8.918567651145073,1.2996907632321966,0.8067046116613634,0.6545454545395041,8.246313808093937,2.957916909424999,88.91677497423028,207.5023528884507,58.710168959799226,15.192936852955677,6.692561487702459,0.08963384574015149,0.17926769148030297,0.07498500299937763
libanius_orations,Atticizing,False,360,Libanius,9.952460444186386,0.9707504717665845,0.19959355494266223,0.9288617886159982,18.816228770503702,5.243867034402672,94.14465089272754,168.6111917549717,45.616199738713895,34.692988822760924,16.70060606060606,0.08165190884018,0.036289737262302224,0.07196969696968607
polybius_histories,Koine,True,-160,Polybius,7.032093276763099,0.07124714566122695,0.4880429477794046,0.8225083986557544,16.63620851189649,2.4794006690106976,93.12001937922362,214.43253429659475,51.721865392767704,28.2388061828273,7.853429946284691,0.0,0.04274828739673617,0.05130931065353483
mark_gospel,Koine,True,70,Mark (anonymous),17.660683265778808,0.0,6.369426751592357,0.04999999999875,0.7237984944991315,0.7237984944991315,91.05385060799074,203.38737695425593,95.830920671685,12.015055008685582,6.57278782112274,0.7237984944991315,0.7237984944991315,0.2978116079921048
matthew_gospel,Koine,True,85,Matthew (anonymous),16.84981684981685,0.0,1.8315018315018314,0.0,1.465201465201465,3.1746031746031744,90.96459096459097,190.47619047619048,67.88766788766789,28.449328449328448,12.31578947368421,4.151404151404151,1.2210012210012209,0.2571428571424705
luke_gospel,Koine,True,120,Luke (anonymous),17.649017649017647,0.0,2.331002331002331,0.0,0.49950049950049946,3.1635031635031634,86.41358641358642,196.8031968031968,77.58907758907759,28.638028638028636,6.3022035676810075,3.1635031635031634,3.4965034965034962,0.19727177334711724
diogenes_laertius_lives,Koine,True,230,Diogenes Laërtius,11.994779474218475,1.0565349795943735,0.33146195438254855,0.7366255144002608,12.74056887157921,2.403099169273477,89.26684758965011,178.57512792359805,68.34331171925173,33.974850324211225,10.484578627280625,0.0,0.04143274429781857,0.11099044309293853
